Name,Internal Reference,Barcode,Product Type,Category,Sales Price,Cost,Quantity On Hand,Can be Sold,Can be Purchased,Shopee Product ID,Shopee Variation ID,Shopee Parent SKU
Case Jarum Orange Needles,TKM-00494,2000000001268,Storable Product,Jarum / Needles,2999,0,10000,TRUE,TRUE,23547392102,194410655846,CasejarumOrange
Jarum Jahit Groz Beckert TQX1 / TQ X 1 Mesin Pasang Kancing Industri gz - 16,TKM-00495-01,2000000001269,Storable Product,Jarum / Needles,24200,0,9,TRUE,TRUE,23547735574,221785721299,GzTQX1
Jarum Jahit Groz Beckert TQX1 / TQ X 1 Mesin Pasang Kancing Industri gz - 9,TKM-00495-02,2000000001270,Storable Product,Jarum / Needles,24200,0,45,TRUE,TRUE,23547735574,221785721297,GzTQX1
Jarum Jahit Groz Beckert TQX1 / TQ X 1 Mesin Pasang Kancing Industri gz - 13,TKM-00495-03,2000000001271,Storable Product,Jarum / Needles,24200,0,0,TRUE,TRUE,23547735574,221785721298,GzTQX1
Mesin Jahit JANOME 523S Portable - Body Full Besi,TKM-00496,2000000001272,Storable Product,Mesin Jahit / Sewing Machine,3549999,0,76,TRUE,TRUE,23548944614,221832254029,MJ.Janome523S
Selang Strika Uap Kuning PREMIUM 7x12mm per METER - Selang Gosokan,TKM-00497,2000000001273,Storable Product,Lain-lain / Others,21997,0,877,TRUE,TRUE,23553918904,127694691799,
Gunting Kodok No1 8inch,TKM-00498,2000000001274,Storable Product,Gunting / Scissors,13899,0,495,TRUE,TRUE,23572873784,196860184810,"G.KodokNo1,8inch"
Jarum Jahit Orange EBx755 / EB x 755 Mesin Lubang Kancing Orange Needles - 14/14J,TKM-00499-01,2000000001275,Storable Product,Jarum / Needles,25777,0,39,TRUE,TRUE,23572880782,225379491019,OrangeEBx755
Jarum Jahit Orange EBx755 / EB x 755 Mesin Lubang Kancing Orange Needles - 16/16J,TKM-00499-02,2000000001276,Storable Product,Jarum / Needles,25777,0,84,TRUE,TRUE,23572880782,225379491020,OrangeEBx755
Jarum Jahit Orange EBx755 / EB x 755 Mesin Lubang Kancing Orange Needles - 18/18J,TKM-00499-03,2000000001277,Storable Product,Jarum / Needles,25777,0,41,TRUE,TRUE,23572880782,225379491017,OrangeEBx755
Jarum Jahit Orange EBx755 / EB x 755 Mesin Lubang Kancing Orange Needles - 11/11J,TKM-00499-04,2000000001278,Storable Product,Jarum / Needles,25777,0,13,TRUE,TRUE,23572880782,225379491018,OrangeEBx755
pf portable Sepatu Kelim CY 7307-4 / Hemmer Foot 4MM Mesin Jahit Portable,TKM-00500,2000000001279,Storable Product,Mesin Jahit / Sewing Machine,20000,0,174,TRUE,TRUE,23573039046,235384642920,pf.CY7307-4Kelim
pf portable Rumah Sepatu / Snap On High Shank CY7300H 5011-2 Mesin Jahit Portable,TKM-00501,2000000001280,Storable Product,Mesin Jahit / Sewing Machine,17500,0,98,TRUE,TRUE,23573039177,108128304885,pf.CY7300H 5011-2
pf portable Sepatu Cording Foot CY 9905 / CY-9905 7 Hole Mesin Jahit Portable,TKM-00502,2000000001281,Storable Product,Mesin Jahit / Sewing Machine,15000,0,98,TRUE,TRUE,23573039253,175976763931,pf.CY 9905
Jarum Mesin Overdeck Overdek Groz Beckert Needles DVX43 / DV X 43 gz,TKM-00503,2000000001282,Storable Product,Jarum / Needles,68999,0,14,TRUE,TRUE,23573227853,225391464608,GzDVX43
Siruba 757K  Mesin Obras Benang 5 High Speed Industri,TKM-00504,2000000001283,Storable Product,Mesin Obras / Overlock,12108000,0,5,TRUE,TRUE,23573263189,206869319202,MJ.ObrasBNG5Siruba757K
Siruba 747F Mesin Obras Benang 4 High Speed Industri,TKM-00505,2000000001284,Storable Product,Mesin Obras / Overlock,11999999,0,5,TRUE,TRUE,23573263408,128672815852,MJ.Siruba747F
FLYINGMAN GK 9 - 500 MESIN JAHIT KARUNG BERAS GEOTEXTILE PORTABLE BAG CLOSER GK9 500 GK9-500,TKM-00506,2000000001285,Storable Product,Mesin Jahit / Sewing Machine,774900,0,116,TRUE,TRUE,23579170337,177843587593,MJ.FLYINGMANGK9-500
Gigi Mesin Jahit Industri Jarum 1 (Tipe B/E) Typical Juki Brother - B Halus,TKM-00507-01,2000000001286,Storable Product,Mesin Jahit / Sewing Machine,6999,0,811,TRUE,TRUE,23579481418,194563573264,GigiMesinJarum1(Tipe B/E)
Gigi Mesin Jahit Industri Jarum 1 (Tipe B/E) Typical Juki Brother - E Kasar,TKM-00507-02,2000000001287,Storable Product,Mesin Jahit / Sewing Machine,6999,0,950,TRUE,TRUE,23579481418,194563573265,GigiMesinJarum1(Tipe B/E)
Gigi Mesin Jahit Industri Jarum 1 (Tipe B/E) Typical Juki Brother - E Halus,TKM-00507-03,2000000001288,Storable Product,Mesin Jahit / Sewing Machine,6999,0,940,TRUE,TRUE,23579481418,194563573262,GigiMesinJarum1(Tipe B/E)
Gigi Mesin Jahit Industri Jarum 1 (Tipe B/E) Typical Juki Brother - B Kasar,TKM-00507-04,2000000001289,Storable Product,Mesin Jahit / Sewing Machine,6999,0,906,TRUE,TRUE,23579481418,194563573263,GigiMesinJarum1(Tipe B/E)
Ayakan Gigi Biasa Typical 22T6-001A2a / Feed Bar,TKM-00508,2000000001290,Storable Product,Sparepart / Parts,39999,0,99903,TRUE,TRUE,23579513512,118178260276,AyakanGigiTypical22T6-001A2a
HSH-7.94A TAIWAN Rotary Hook Sarangan Mesin Jahit HIGHSPEED,TKM-00509,2000000001291,Storable Product,Mesin Jahit / Sewing Machine,86999,0,991,TRUE,TRUE,23579517937,39696797175,saranganHSH-7.94A
Mesin Potong Octa RS-100 250 Watt,TKM-00510,2000000001292,Storable Product,Mesin / Machines,583000,0,21,TRUE,TRUE,23645659283,225320811609,MP.Octa RS-100 250 Watt
Presser Foot Sepatu Mesin Obras Industri Pita MDK Benang 4 / 3 presser foot pf - obras benang 3,TKM-00511-01,2000000001293,Storable Product,Mesin Obras / Overlock,35000,0,100,TRUE,TRUE,23647326376,225377574020,pf.KaretPitaMDK
Presser Foot Sepatu Mesin Obras Industri Pita MDK Benang 4 / 3 presser foot pf - obras benang 4,TKM-00511-02,2000000001294,Storable Product,Mesin Obras / Overlock,35000,0,100,TRUE,TRUE,23647326376,225377574019,pf.KaretPitaMDK
Sepatu Kerut Lebar Mesin Jahit High Speed P5W presser foot pf,TKM-00512,2000000001295,Storable Product,Mesin Jahit / Sewing Machine,32999,0,98,TRUE,TRUE,23647336579,98738520209,pf.KerutP5W
"Gunting Kain Shuaipu 9""-230mm Pegangan Lapisan Karet Hitam",TKM-00513,2000000001296,Storable Product,Gunting / Scissors,50000,0,198,TRUE,TRUE,23647382519,148271308438,
Jarum Jahit Orange UOx113 / UO x 113 - 16/16J,TKM-00514-01,2000000001297,Storable Product,Jarum / Needles,39999,0,101,TRUE,TRUE,23647392090,186860446542,OrangeUOx113
Jarum Jahit Orange UOx113 / UO x 113 - 18/18J,TKM-00514-02,2000000001298,Storable Product,Jarum / Needles,39999,0,60,TRUE,TRUE,23647392090,186860446543,OrangeUOx113
Jarum Jahit Orange UOx113 / UO x 113 - 21/21J,TKM-00514-03,2000000001299,Storable Product,Jarum / Needles,39999,0,174,TRUE,TRUE,23647392090,186860446544,OrangeUOx113
Jarum Jahit Orange UOx113 / UO x 113 - 9/9J,TKM-00514-04,2000000001300,Storable Product,Jarum / Needles,39999,0,266,TRUE,TRUE,23647392090,186860446538,OrangeUOx113
Jarum Jahit Orange UOx113 / UO x 113 - 11/11J/11B,TKM-00514-05,2000000001301,Storable Product,Jarum / Needles,39999,0,1063,TRUE,TRUE,23647392090,186860446539,OrangeUOx113
Jarum Jahit Orange UOx113 / UO x 113 - 13/13J,TKM-00514-06,2000000001302,Storable Product,Jarum / Needles,39999,0,75,TRUE,TRUE,23647392090,186860446540,OrangeUOx113
Jarum Jahit Orange UOx113 / UO x 113 - 14/14J,TKM-00514-07,2000000001303,Storable Product,Jarum / Needles,39999,0,0,TRUE,TRUE,23647392090,186860446541,OrangeUOx113
"Mesin Potong Bahan Kain Tegak 5/6/8/10"" KM AUV - 10''",TKM-00515-01,2000000001304,Storable Product,Mesin / Machines,2999999,0,3,TRUE,TRUE,23650875192,235504060230,Mp.Tegak
"Mesin Potong Bahan Kain Tegak 5/6/8/10"" KM AUV - 5''",TKM-00515-02,2000000001305,Storable Product,Mesin / Machines,2899999,0,20,TRUE,TRUE,23650875192,235504060227,Mp.Tegak
"Mesin Potong Bahan Kain Tegak 5/6/8/10"" KM AUV - 6''",TKM-00515-03,2000000001306,Storable Product,Mesin / Machines,2899999,0,30,TRUE,TRUE,23650875192,235504060228,Mp.Tegak
"Mesin Potong Bahan Kain Tegak 5/6/8/10"" KM AUV - 8''",TKM-00515-04,2000000001307,Storable Product,Mesin / Machines,2899999,0,2,TRUE,TRUE,23650875192,235504060229,Mp.Tegak
JANOME NS 7880 MESIN JAHIT SEMI PORTABLE LUBANG KANCING,TKM-00516,2000000001308,Storable Product,Mesin Jahit / Sewing Machine,2883000,0,16,TRUE,TRUE,23653763370,231991694842,MJ.JanomeNS7880
25 pcs Kotak Slot Tempat Penyimpan Spull Case Spool Mesin Jahit - Hanya Case Spool,TKM-00517-01,2000000001309,Storable Product,Mesin Jahit / Sewing Machine,14999,0,975,TRUE,TRUE,23669795452,221665543194,Tempat Penyimpan Spull
25 pcs Kotak Slot Tempat Penyimpan Spull Case Spool Mesin Jahit - Case Spool + Bubble,TKM-00517-02,2000000001310,Storable Product,Mesin Jahit / Sewing Machine,16999,0,988,TRUE,TRUE,23669795452,221665543195,Tempat Penyimpan Spull
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL8500/8100,D",TKM-00518-01,2000000001311,Storable Product,Mesin Jahit / Sewing Machine,2000000,0,5,TRUE,TRUE,23671259252,184373279050,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL 5530,D",TKM-00518-02,2000000001312,Storable Product,Mesin Jahit / Sewing Machine,2305000,0,98,TRUE,TRUE,23671259252,184373279047,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL 5530,E",TKM-00518-03,2000000001313,Storable Product,Mesin Jahit / Sewing Machine,2305000,0,100,TRUE,TRUE,23671259252,184373279041,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL8500/8100,B",TKM-00518-04,2000000001314,Storable Product,Mesin Jahit / Sewing Machine,1500000,0,100,TRUE,TRUE,23671259252,184373279043,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL8500/8100,E",TKM-00518-05,2000000001315,Storable Product,Mesin Jahit / Sewing Machine,2100000,0,5,TRUE,TRUE,23671259252,184373279051,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL8500/8100,A",TKM-00518-06,2000000001316,Storable Product,Mesin Jahit / Sewing Machine,2500000,0,5,TRUE,TRUE,23671259252,184373279045,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL8500/8100,C",TKM-00518-07,2000000001317,Storable Product,Mesin Jahit / Sewing Machine,1800000,0,5,TRUE,TRUE,23671259252,184373279049,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL 5530,A",TKM-00518-08,2000000001318,Storable Product,Mesin Jahit / Sewing Machine,1500000,0,100,TRUE,TRUE,23671259252,184373279048,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL8500/8100,F",TKM-00518-09,2000000001319,Storable Product,Mesin Jahit / Sewing Machine,2200000,0,5,TRUE,TRUE,23671259252,184373279044,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL 5530,C",TKM-00518-10,2000000001320,Storable Product,Mesin Jahit / Sewing Machine,2205000,0,100,TRUE,TRUE,23671259252,184373279046,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL 5530,F",TKM-00518-11,2000000001321,Storable Product,Mesin Jahit / Sewing Machine,2405000,0,99,TRUE,TRUE,23671259252,184373279042,MJ.JukiDDL5530
"Mesin jahit Juki DDL 5550n warna putih - Juki DDL 5530,B",TKM-00518-12,2000000001322,Storable Product,Mesin Jahit / Sewing Machine,1930000,0,100,TRUE,TRUE,23671259252,184373279040,MJ.JukiDDL5530
"Gunting Potong Bahan Stainless Steel Scissors - 9,5",TKM-00519-01,2000000001323,Storable Product,Gunting / Scissors,16000,0,99975,TRUE,TRUE,23672873797,225379111549,G.Stainless
"Gunting Potong Bahan Stainless Steel Scissors - 8,5",TKM-00519-02,2000000001324,Storable Product,Gunting / Scissors,15000,0,99990,TRUE,TRUE,23672873797,225379111548,G.Stainless
Jarum Jahit Orange Needles LWx2T / LW x 2T Mesin Soom - 14/14J,TKM-00520-01,2000000001325,Storable Product,Jarum / Needles,83777,0,35,TRUE,TRUE,23672880962,79674413639,OrangeLWx2T
Jarum Jahit Orange Needles LWx2T / LW x 2T Mesin Soom - 9/9J,TKM-00520-02,2000000001326,Storable Product,Jarum / Needles,83777,0,60,TRUE,TRUE,23672880962,79674413637,OrangeLWx2T
Jarum Jahit Orange Needles LWx2T / LW x 2T Mesin Soom - 11/11J,TKM-00520-03,2000000001327,Storable Product,Jarum / Needles,83777,0,77,TRUE,TRUE,23672880962,79674413638,OrangeLWx2T
pf portable Sepatu Piping Foot CY 9908 / CY-9908 (Mesin Jahit Portable),TKM-00521,2000000001328,Storable Product,Mesin Jahit / Sewing Machine,15950,0,75,TRUE,TRUE,23673038928,98739802436,pf.CY-9908
pf portable Sepatu Stitch Guide Foot CY-9913 / CY 9913 Mesin Jahit Portable,TKM-00522,2000000001329,Storable Product,Mesin Jahit / Sewing Machine,17500,0,196,TRUE,TRUE,23673038994,175976760638,pf.CY-9913
pf portable Sepatu Pasang Resleting CY 7306 / Zipper Foot Mesin Jahit Portable,TKM-00523,2000000001330,Storable Product,Mesin Jahit / Sewing Machine,14500,0,177,TRUE,TRUE,23673039230,196863951753,pf.CY7306
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 16,TKM-00524-01,2000000001331,Storable Product,Jarum / Needles,23777,0,194,TRUE,TRUE,23673227771,184418777361,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 19,TKM-00524-02,2000000001332,Storable Product,Jarum / Needles,23777,0,23,TRUE,TRUE,23673227771,184418777370,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 14,TKM-00524-03,2000000001333,Storable Product,Jarum / Needles,23777,0,74,TRUE,TRUE,23673227771,184418777360,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 9,TKM-00524-04,2000000001334,Storable Product,Jarum / Needles,23777,0,10,TRUE,TRUE,23673227771,184418777366,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 21,TKM-00524-05,2000000001335,Storable Product,Jarum / Needles,23777,0,192,TRUE,TRUE,23673227771,184418777364,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 25,TKM-00524-06,2000000001336,Storable Product,Jarum / Needles,23777,0,0,TRUE,TRUE,23673227771,184418777365,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 16SAN,TKM-00524-07,2000000001337,Storable Product,Jarum / Needles,30000,0,0,TRUE,TRUE,23673227771,184418777362,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 12,TKM-00524-08,2000000001338,Storable Product,Jarum / Needles,23777,0,0,TRUE,TRUE,23673227771,184418777369,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 11,TKM-00524-09,2000000001339,Storable Product,Jarum / Needles,23777,0,0,TRUE,TRUE,23673227771,184418777367,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 22R,TKM-00524-10,2000000001340,Storable Product,Jarum / Needles,30000,0,121,TRUE,TRUE,23673227771,184418777368,GzDPx17
Jarum Pasang Kancing Lockstitch Lock stitch Groz Beckert Needles DPx17 / DP x 17 gz - 18,TKM-00524-11,2000000001341,Storable Product,Jarum / Needles,23777,0,69,TRUE,TRUE,23673227771,184418777363,GzDPx17
Jarum Organ Needles DPx134LR / DP x 134 LR Mesin Jahit Bahan Tebal ORI JAPAN - 24/24B,TKM-00525-01,2000000001342,Storable Product,Mesin Jahit / Sewing Machine,30000,0,46,TRUE,TRUE,23747380677,235379328282,OrganDPx134LR
Jarum Organ Needles DPx134LR / DP x 134 LR Mesin Jahit Bahan Tebal ORI JAPAN - 18/18B,TKM-00525-02,2000000001343,Storable Product,Mesin Jahit / Sewing Machine,30000,0,149,TRUE,TRUE,23747380677,235379328281,OrganDPx134LR
Jarum Organ ORI JAPAN Needles DPx35LR Untuk Mesin Jahit Bahan Tebal DP x 35LR DP x 35 LR - 22/22B,TKM-00526-01,2000000001344,Storable Product,Mesin Jahit / Sewing Machine,46000,0,50,TRUE,TRUE,23747384364,175974173837,OrganDPx35LR
Jarum Organ ORI JAPAN Needles DPx35LR Untuk Mesin Jahit Bahan Tebal DP x 35LR DP x 35 LR - 23/23B,TKM-00526-02,2000000001345,Storable Product,Mesin Jahit / Sewing Machine,46000,0,50,TRUE,TRUE,23747384364,175974173838,OrganDPx35LR
Jarum Organ ORI JAPAN Needles DPx35LR Untuk Mesin Jahit Bahan Tebal DP x 35LR DP x 35 LR - 24/24B,TKM-00526-03,2000000001346,Storable Product,Mesin Jahit / Sewing Machine,46000,0,60,TRUE,TRUE,23747384364,175974173832,OrganDPx35LR
Jarum Organ ORI JAPAN Needles DPx35LR Untuk Mesin Jahit Bahan Tebal DP x 35LR DP x 35 LR - 25/25B,TKM-00526-04,2000000001347,Storable Product,Mesin Jahit / Sewing Machine,46000,0,100,TRUE,TRUE,23747384364,175974173833,OrganDPx35LR
Jarum Organ ORI JAPAN Needles DPx35LR Untuk Mesin Jahit Bahan Tebal DP x 35LR DP x 35 LR - 16/16B,TKM-00526-05,2000000001348,Storable Product,Mesin Jahit / Sewing Machine,46000,0,29,TRUE,TRUE,23747384364,175974173834,OrganDPx35LR
Jarum Organ ORI JAPAN Needles DPx35LR Untuk Mesin Jahit Bahan Tebal DP x 35LR DP x 35 LR - 18/18B,TKM-00526-06,2000000001349,Storable Product,Mesin Jahit / Sewing Machine,46000,0,10,TRUE,TRUE,23747384364,175974173835,OrganDPx35LR
Jarum Organ ORI JAPAN Needles DPx35LR Untuk Mesin Jahit Bahan Tebal DP x 35LR DP x 35 LR - 21/21B,TKM-00526-07,2000000001350,Storable Product,Mesin Jahit / Sewing Machine,46000,0,68,TRUE,TRUE,23747384364,175974173836,OrganDPx35LR
bc bobbin case Skoci Bobbin Case Towa Mesin Jahit Industri Jarum 2 Brother B845 bb bobbin case,TKM-00527,2000000001351,Storable Product,Mesin Jahit / Sewing Machine,41999,0,231,TRUE,TRUE,23747542910,216863882151,Sk.TowaBrother B845
bc bobbin case Paket Hemat BTF (5 Spool + 1 Sekoci) Mesin Jahit Butterfly Singer Hitam Jadul bb bobbin case,TKM-00528,2000000001352,Storable Product,Mesin Jahit / Sewing Machine,16999,0,99374,TRUE,TRUE,23747542938,165976719866,BTF (5 Spool + 1 Sekoci)
bc bobbin case Sekoci Bobbin Case Haya Mesin Lobang Kancing Industri Brother B814 BC-107 bb bobbin case,TKM-00529,2000000001353,Storable Product,Sparepart / Parts,97950,0,143,TRUE,TRUE,23747543003,231778821182,Sk.HayaBrotherB814BC-107
Mesin Jahit BROTHER Innov-is A16 Heavy Duty Computerised Portable,TKM-00530,2000000001354,Storable Product,Mesin Jahit / Sewing Machine,3999000,0,3,TRUE,TRUE,23747948461,231792807066,MJ.BROTHERInnov-isA16
Mesin Jahit Highspeed Industri Komputer Benho 9900-D3,TKM-00531,2000000001355,Storable Product,Mesin Jahit / Sewing Machine,4500000,0,3,TRUE,TRUE,23753751775,231991321817,MJ.Komputer Benho 9900-D3
Mesin Jahit Tutup Karung NL (NEWLONG) NP7A  NP-7A Portable Bag Closer,TKM-00532,2000000001356,Storable Product,Mesin Jahit / Sewing Machine,1495000,0,57,TRUE,TRUE,23753752862,235597102942,MJ.TutupKarungNLNP7A
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 747 benang 4,Komplit imp D. Baru",TKM-00533-01,2000000001357,Storable Product,Mesin Obras / Overlock,3075000,0,5,TRUE,TRUE,23771924165,158259357884,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 757 benang 5,Komplit Lokal D.Baru",TKM-00533-02,2000000001358,Storable Product,Mesin Obras / Overlock,2975000,0,100,TRUE,TRUE,23771924165,158259357885,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 757 benang 5,Komplit Dinamo 2nd",TKM-00533-03,2000000001359,Storable Product,Mesin Obras / Overlock,2700000,0,99,TRUE,TRUE,23771924165,158259357886,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 757 benang 5,Komplit imp D. Baru",TKM-00533-04,2000000001360,Storable Product,Mesin Obras / Overlock,3125000,0,100,TRUE,TRUE,23771924165,158259357887,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 757 benang 5,Kepala+Bak",TKM-00533-05,2000000001361,Storable Product,Mesin Obras / Overlock,2300000,0,100,TRUE,TRUE,23771924165,158259357879,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 747 benang 4,Kepala+Bak",TKM-00533-06,2000000001362,Storable Product,Mesin Obras / Overlock,1950000,0,100,TRUE,TRUE,23771924165,158259357888,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 757 benang 5,Komplit lokal Servo",TKM-00533-07,2000000001363,Storable Product,Mesin Obras / Overlock,2910000,0,99,TRUE,TRUE,23771924165,158259357880,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 747 benang 4,Komplit imp D.servo",TKM-00533-08,2000000001364,Storable Product,Mesin Obras / Overlock,3275000,0,5,TRUE,TRUE,23771924165,158259357890,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 757 benang 5,Komplit imp D.servo",TKM-00533-09,2000000001365,Storable Product,Mesin Obras / Overlock,3300000,0,97,TRUE,TRUE,23771924165,158259357881,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 747 benang 4,Komplit lokal Servo",TKM-00533-10,2000000001366,Storable Product,Mesin Obras / Overlock,2875000,0,98,TRUE,TRUE,23771924165,158259357883,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 747 benang 4,Komplit Lokal D.Baru",TKM-00533-11,2000000001367,Storable Product,Mesin Obras / Overlock,2775000,0,98,TRUE,TRUE,23771924165,158259357889,MJ.ObrasSiruba
"Obras Benang 3/4/5  Siruba 747F/757 Mesin Obras industri - 747 benang 4,Komplit Dinamo 2nd",TKM-00533-12,2000000001368,Storable Product,Mesin Obras / Overlock,2575000,0,99,TRUE,TRUE,23771924165,158259357882,MJ.ObrasSiruba
Gunting Kodok - Tailoring Scissors 7 - 180mm,TKM-00534,2000000001369,Storable Product,Gunting / Scissors,9000,0,430,TRUE,TRUE,23772877110,184410392001,G.KodokTailoringScissors7-180mm
Mesin Jahit Juki DDL 8700 8500 Mesin Jahit Industri Jarum 1 - Union 628-1,TKM-00535-01,2000000001370,Storable Product,Mesin Jahit / Sewing Machine,3273320,0,100,TRUE,TRUE,23773230338,89394896953,MJ.JukiJ1
Mesin Jahit Juki DDL 8700 8500 Mesin Jahit Industri Jarum 1 - Juki DDL 8700,TKM-00535-02,2000000001371,Storable Product,Mesin Jahit / Sewing Machine,3273320,0,8,TRUE,TRUE,23773230338,88741048997,MJ.JukiJ1
Mesin Jahit Juki DDL 8700 8500 Mesin Jahit Industri Jarum 1 - Juki DDL 8500,TKM-00535-03,2000000001372,Storable Product,Mesin Jahit / Sewing Machine,3273320,0,98,TRUE,TRUE,23773230338,88741048998,MJ.JukiJ1
BUTTERFLY JA 1-1 MESIN JAHIT KLASIK TRADISIONAL JA1-1 FULL SET MEJA,TKM-00536,2000000001373,Storable Product,Mesin Jahit / Sewing Machine,1050000,0,23,TRUE,TRUE,23773230521,196868726192,MJ.TradisionalJA1-1SetMeja
Juki MO-6814S Mesin Jahit Obras Industri Benang 4 / MO6814S / MO 6814 S - Komplit set lokal,TKM-00537-01,2000000001374,Storable Product,Mesin Jahit / Sewing Machine,13250000,0,100,TRUE,TRUE,23773263371,216869318854,MJ.JukiMO-6814S
Juki MO-6814S Mesin Jahit Obras Industri Benang 4 / MO6814S / MO 6814 S - Komplit set import,TKM-00537-02,2000000001375,Storable Product,Mesin Jahit / Sewing Machine,13450000,0,100,TRUE,TRUE,23773263371,216869318855,MJ.JukiMO-6814S
Juki MO-6814S Mesin Jahit Obras Industri Benang 4 / MO6814S / MO 6814 S - Lokal+ dinamo Servo,TKM-00537-03,2000000001376,Storable Product,Mesin Jahit / Sewing Machine,13400000,0,100,TRUE,TRUE,23773263371,216869318856,MJ.JukiMO-6814S
Juki MO-6814S Mesin Jahit Obras Industri Benang 4 / MO6814S / MO 6814 S - Import+ dinamo Servo,TKM-00537-04,2000000001377,Storable Product,Mesin Jahit / Sewing Machine,13600000,0,100,TRUE,TRUE,23773263371,216869318857,MJ.JukiMO-6814S
Mesin Jahit Industri JUKI DDL 8100E Baru,TKM-00538,2000000001378,Storable Product,Mesin Jahit / Sewing Machine,4599000,0,35,TRUE,TRUE,23779360984,194560989362,Mj.JUKIDDL8100EBaru
Sepatu Mesin Jahit Obras Industri Karet / Mobilon Elastic Yamata / Siruba presser foot pf,TKM-00539,2000000001379,Storable Product,Mesin Jahit / Sewing Machine,39999,0,998,TRUE,TRUE,23847326339,225377566664,pf.Obraskaret
Sepatu SUSEI Mesin Jahit Jarum 1 CL1/16N / CL1/16 Industrial presser foot pf,TKM-00540,2000000001380,Storable Product,Mesin Jahit / Sewing Machine,9000,0,999,TRUE,TRUE,23847326408,235377563189,pf.SUSEICL1/16N
"Sepatu Teflon Bolong Tengah T35 / Sepatu Mesin Jahit High Speed Industri T35 presser foot pf - T35 12,5MM BSR",TKM-00541-01,2000000001381,Storable Product,Mesin Jahit / Sewing Machine,8000,0,857,TRUE,TRUE,23847326472,235377570746,pf.TeflonT35
Sepatu Teflon Bolong Tengah T35 / Sepatu Mesin Jahit High Speed Industri T35 presser foot pf - T35 15MM BT,TKM-00541-02,2000000001382,Storable Product,Mesin Jahit / Sewing Machine,8000,0,100,TRUE,TRUE,23847326472,235377570747,pf.TeflonT35
Sepatu Teflon Bolong Tengah T35 / Sepatu Mesin Jahit High Speed Industri T35 presser foot pf - T35 15MM BSR,TKM-00541-03,2000000001383,Storable Product,Mesin Jahit / Sewing Machine,8000,0,816,TRUE,TRUE,23847326472,235377570748,pf.TeflonT35
"Sepatu Teflon Bolong Tengah T35 / Sepatu Mesin Jahit High Speed Industri T35 presser foot pf - T350 12,5MM BPP",TKM-00541-04,2000000001384,Storable Product,Mesin Jahit / Sewing Machine,8000,0,2000,TRUE,TRUE,23847326472,235377570749,pf.TeflonT35
