Name,Internal Reference,Barcode,Product Type,Category,Sales Price,Cost,Quantity On Hand,Can be Sold,Can be Purchased,Shopee Product ID,Shopee Variation ID,Shopee Parent SKU
"Sepatu Teflon Bolong Tengah T35 / Sepatu Mesin Jahit High Speed Industri T35 presser foot pf - T35 11,5MM BT",TKM-00541-05,2000000001385,Storable Product,Mesin Jahit / Sewing Machine,8000,0,905,TRUE,TRUE,23847326472,235377570750,pf.TeflonT35
"Sepatu Teflon Bolong Tengah T35 / Sepatu Mesin Jahit High Speed Industri T35 presser foot pf - T3511,5MM BSR",TKM-00541-06,2000000001386,Storable Product,Mesin Jahit / Sewing Machine,8000,0,958,TRUE,TRUE,23847326472,235377570751,pf.TeflonT35
"Sepatu Teflon Bolong Tengah T35 / Sepatu Mesin Jahit High Speed Industri T35 presser foot pf - T35 12,5MM BT",TKM-00541-07,2000000001387,Storable Product,Mesin Jahit / Sewing Machine,8000,0,720,TRUE,TRUE,23847326472,235377570752,pf.TeflonT35
Gunting Benang Bordir 12cm Lengkung Dan Lancip,TKM-00542,2000000001388,Storable Product,Gunting / Scissors,7000,0,1807,TRUE,TRUE,23847382499,214410407615,G.Bordir12cm
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1  11/11B/S,TKM-00543-01,2000000001389,Storable Product,Jarum / Needles,14949,0,9969,TRUE,TRUE,23847388969,194410536762,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1  18/18B/S,TKM-00543-02,2000000001390,Storable Product,Jarum / Needles,14949,0,9988,TRUE,TRUE,23847388969,194410536767,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1 25/25B/25S,TKM-00543-03,2000000001391,Storable Product,Jarum / Needles,16949,0,9999,TRUE,TRUE,23847388969,194410536760,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1  8/8B/8S,TKM-00543-04,2000000001392,Storable Product,Jarum / Needles,16949,0,9999,TRUE,TRUE,23847388969,194410536766,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1 19/19B/19S,TKM-00543-05,2000000001393,Storable Product,Jarum / Needles,14949,0,9996,TRUE,TRUE,23847388969,194410536765,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1  16/16B/S,TKM-00543-06,2000000001394,Storable Product,Jarum / Needles,14949,0,9977,TRUE,TRUE,23847388969,194410536770,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1  9/9B/9S,TKM-00543-07,2000000001395,Storable Product,Jarum / Needles,14949,0,9999,TRUE,TRUE,23847388969,194410536773,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1 22/22B/22S,TKM-00543-08,2000000001396,Storable Product,Jarum / Needles,16949,0,9992,TRUE,TRUE,23847388969,194410536771,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1 7/7B/7S,TKM-00543-09,2000000001397,Storable Product,Jarum / Needles,14949,0,9999,TRUE,TRUE,23847388969,194410536761,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1 21/21B/21S,TKM-00543-10,2000000001398,Storable Product,Jarum / Needles,16949,0,9997,TRUE,TRUE,23847388969,194410536774,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1 24/24B/24S,TKM-00543-11,2000000001399,Storable Product,Jarum / Needles,16949,0,9999,TRUE,TRUE,23847388969,194410536768,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1 23/23B/23S,TKM-00543-12,2000000001400,Storable Product,Jarum / Needles,16949,0,9982,TRUE,TRUE,23847388969,194410536772,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1  13/13B/S,TKM-00543-13,2000000001401,Storable Product,Jarum / Needles,14949,0,9961,TRUE,TRUE,23847388969,194410536763,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1  14/14B/S,TKM-00543-14,2000000001402,Storable Product,Jarum / Needles,14949,0,9957,TRUE,TRUE,23847388969,194410536764,OrganDBx1
Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk TYPICAL JUKI BROTHER Highspeed - DBX1 10/10B/S,TKM-00543-15,2000000001403,Storable Product,Jarum / Needles,14949,0,9999,TRUE,TRUE,23847388969,194410536769,OrganDBx1
bc bobbin case Haya Sekoci Skoci Bobbin Case Mesin Jahit Tradisional Hitam Jadul Butterfly Singer bb bobbin case,TKM-00544,2000000001404,Storable Product,Mesin Jahit / Sewing Machine,11200,0,17847,TRUE,TRUE,23847542676,194414100381,Sk.Haya
MESIN JAHIT OVERDECK KAMPUT TYPICAL W500 SECOND. - (A) PAKET KEPALA AJA,TKM-00545-01,2000000001405,Storable Product,Mesin Jahit / Sewing Machine,2979000,0,28,TRUE,TRUE,23854263958,147009983934,MJ.OVERDECKKAMPUTTYPICALW500SECOND.
MESIN JAHIT OVERDECK KAMPUT TYPICAL W500 SECOND. - (D) PAKET LENGKP IMF,TKM-00545-02,2000000001406,Storable Product,Mesin Jahit / Sewing Machine,4159000,0,7,TRUE,TRUE,23854263958,147009983935,MJ.OVERDECKKAMPUTTYPICALW500SECOND.
MESIN JAHIT OVERDECK KAMPUT TYPICAL W500 SECOND. - (E)PAKET LNGKP SECEN,TKM-00545-03,2000000001407,Storable Product,Mesin Jahit / Sewing Machine,2989000,0,1,TRUE,TRUE,23854263958,147009983936,MJ.OVERDECKKAMPUTTYPICALW500SECOND.
MESIN JAHIT OVERDECK KAMPUT TYPICAL W500 SECOND. - (B) PAKET DINAMU NEW,TKM-00545-04,2000000001408,Storable Product,Mesin Jahit / Sewing Machine,3889000,0,25,TRUE,TRUE,23854263958,147009983932,MJ.OVERDECKKAMPUTTYPICALW500SECOND.
MESIN JAHIT OVERDECK KAMPUT TYPICAL W500 SECOND. - (C)PAKET LNGKP SERVO,TKM-00545-05,2000000001409,Storable Product,Mesin Jahit / Sewing Machine,3989000,0,30,TRUE,TRUE,23854263958,147009983933,MJ.OVERDECKKAMPUTTYPICALW500SECOND.
Tutup Muka mesin jahit walkingfoot 0303CX,TKM-00546,2000000001410,Storable Product,Mesin Jahit / Sewing Machine,66999,0,6,TRUE,TRUE,23871178681,165946082030,Tutup muka0303CX
Sepatu Presser Foot Lubang Kancing Juki 771 / 780 / 781 pf - B1511772A 25mm,TKM-00547-01,2000000001411,Storable Product,Sepatu / Presser Foot,79999,0,9993,TRUE,TRUE,23872847678,69324182101,
Sepatu Presser Foot Lubang Kancing Juki 771 / 780 / 781 pf - B1511773A 32mm,TKM-00547-02,2000000001412,Storable Product,Sepatu / Presser Foot,79999,0,9990,TRUE,TRUE,23872847678,69324182102,
Sepatu Presser Foot Lubang Kancing Juki 771 / 780 / 781 pf - B1511771A 16mm,TKM-00547-03,2000000001413,Storable Product,Sepatu / Presser Foot,79999,0,99997,TRUE,TRUE,23872847678,69324182100,
Jarum Jahit Orange UOx154 / UO x 154 (Jarum Bengkok) - 11/11J,TKM-00548-01,2000000001414,Storable Product,Jarum / Needles,62450,0,54,TRUE,TRUE,23872880712,137630519497,OrangeUOx154
Jarum Jahit Orange UOx154 / UO x 154 (Jarum Bengkok) - 13/13J,TKM-00548-02,2000000001415,Storable Product,Jarum / Needles,62450,0,51,TRUE,TRUE,23872880712,137630519498,OrangeUOx154
Jarum Jahit Orange UOx154 / UO x 154 (Jarum Bengkok) - 14/14J,TKM-00548-03,2000000001416,Storable Product,Jarum / Needles,62450,0,37,TRUE,TRUE,23872880712,137630519499,OrangeUOx154
Jarum Orange DPX35LR / DP x 35 LR,TKM-00549,2000000001417,Storable Product,Jarum / Needles,25777,0,50,TRUE,TRUE,23872880796,186860452669,OrangeDPX35LR
Shunfa SF777D Mesin Jahit Jarum 1 Shunfa SF777D Industri Potong Bahan Otomatis / Industri / High Speed - Paket B,TKM-00550-01,2000000001418,Storable Product,Mesin Jahit / Sewing Machine,7500000,0,10,TRUE,TRUE,23873230470,196868727988,MJ.SF777D
Shunfa SF777D Mesin Jahit Jarum 1 Shunfa SF777D Industri Potong Bahan Otomatis / Industri / High Speed - Paket C,TKM-00550-02,2000000001419,Storable Product,Mesin Jahit / Sewing Machine,6000000,0,10,TRUE,TRUE,23873230470,196868727989,MJ.SF777D
Shunfa SF777D Mesin Jahit Jarum 1 Shunfa SF777D Industri Potong Bahan Otomatis / Industri / High Speed - Paket A,TKM-00550-03,2000000001420,Storable Product,Mesin Jahit / Sewing Machine,6500000,0,10,TRUE,TRUE,23873230470,196868727987,MJ.SF777D
R4508-HOF-DOO plat gigi MO2366 (B5) 3mm R4508-HOD-DOO,TKM-00551,2000000001421,Storable Product,Sparepart / Parts,40000,0,100,TRUE,TRUE,23874352504,194448519779,plat gigi MO2366 (B5) 3mm R4508-HOD-DOO
Switch / Saklar On Off Mesin Jahit Karung LXW5-11D,TKM-00552,2000000001422,Storable Product,Mesin Jahit / Sewing Machine,14999,0,669,TRUE,TRUE,23877989135,186983088284,SaklarOnOffLXW5-11D
Mesin Jahit Karet Waistband / Mesin Karet Pinggang SIMARU SM 1404P,TKM-00553,2000000001423,Storable Product,Mesin Jahit / Sewing Machine,10999999,0,4,TRUE,TRUE,23879343075,207010334316,MJ.KaretWaistbandSM1404P
Dinamo Merk YKK/Hakatori 120 Watt (PLT) Mesin Jahit Kecil dan Obras,TKM-00554,2000000001424,Storable Product,Mesin Jahit / Sewing Machine,149999,0,1000,TRUE,TRUE,23879910716,187022806345,D.YKK120Watt
"Gunting Benang kang Yong tajam, tc-805",TKM-00555,2000000001425,Storable Product,Gunting / Scissors,4000,0,474,TRUE,TRUE,23947382382,118947752714,G.JINJIAN
Jarum Organ ORI JAPAN Needles DPx134 LR Untuk Mesin Jahit Bahan Tebal DP x 134 LR DP x 134 LR - 24/24B,TKM-00556-01,2000000001426,Storable Product,Mesin Jahit / Sewing Machine,41325,0,46,TRUE,TRUE,23947384149,184410552441,OrganDPx134LR
Jarum Organ ORI JAPAN Needles DPx134 LR Untuk Mesin Jahit Bahan Tebal DP x 134 LR DP x 134 LR - 18/18B,TKM-00556-02,2000000001427,Storable Product,Mesin Jahit / Sewing Machine,41325,0,130,TRUE,TRUE,23947384149,184410552440,OrganDPx134LR
Jarum Mesin Jahit Tvx7 Orange - 14/14 J,TKM-00557-01,2000000001428,Storable Product,Mesin Jahit / Sewing Machine,27777,0,36,TRUE,TRUE,23947392029,138669052087,OrangeTvx7
Jarum Mesin Jahit Tvx7 Orange - 16/16 J,TKM-00557-02,2000000001429,Storable Product,Mesin Jahit / Sewing Machine,27777,0,127,TRUE,TRUE,23947392029,138669052088,OrangeTvx7
Jarum Mesin Jahit Tvx7 Orange - 18/18 J,TKM-00557-03,2000000001430,Storable Product,Mesin Jahit / Sewing Machine,27777,0,209,TRUE,TRUE,23947392029,138669052089,OrangeTvx7
Jarum Mesin Jahit Tvx7 Orange - 21/21 J,TKM-00557-04,2000000001431,Storable Product,Mesin Jahit / Sewing Machine,27777,0,278,TRUE,TRUE,23947392029,138669052090,OrangeTvx7
Jarum Mesin Jahit Tvx7 Orange - 11/11 J,TKM-00557-05,2000000001432,Storable Product,Mesin Jahit / Sewing Machine,27777,0,141,TRUE,TRUE,23947392029,138669052091,OrangeTvx7
JANOME 7220 - Mesin Jahit Janome 7220 - Body Full Besi (Semi Portable),TKM-00558,2000000001433,Storable Product,Mesin Jahit / Sewing Machine,3450000,0,13,TRUE,TRUE,23948951705,196900108175,MJ.Janome7220
MESIN JAHIT KARUNG FLYINGMAN GK9-2 PORTABLE BAG CLOSER GK 9-2 GK 9,TKM-00559,2000000001434,Storable Product,Mesin Jahit / Sewing Machine,625000,0,99,TRUE,TRUE,23953687367,221989055959,MJ.KarungFLYINGMANGK9-2
"Gunting Potong Bahan Kain/Kertas PIN 8""/ 9""/ 10""/12"" - 9''",TKM-00560-01,2000000001435,Storable Product,Gunting / Scissors,77500,0,10,TRUE,TRUE,23972873739,138668946141,G.PIN
"Gunting Potong Bahan Kain/Kertas PIN 8""/ 9""/ 10""/12"" - 10''",TKM-00560-02,2000000001436,Storable Product,Gunting / Scissors,89500,0,10,TRUE,TRUE,23972873739,138668946142,G.PIN
"Gunting Potong Bahan Kain/Kertas PIN 8""/ 9""/ 10""/12"" - 11""",TKM-00560-03,2000000001437,Storable Product,Gunting / Scissors,99400,0,10,TRUE,TRUE,23972873739,138668946143,G.PIN
"Gunting Potong Bahan Kain/Kertas PIN 8""/ 9""/ 10""/12"" - 8''",TKM-00560-04,2000000001438,Storable Product,Gunting / Scissors,71000,0,10,TRUE,TRUE,23972873739,138668946140,G.PIN
Jarum Jahit Orange DVx57 / DV x 57 - 21/21J,TKM-00561-01,2000000001439,Storable Product,Jarum / Needles,37700,0,48,TRUE,TRUE,23972880865,108947892825,OrangeDVx5
Jarum Jahit Orange DVx57 / DV x 57 - 11/11J,TKM-00561-02,2000000001440,Storable Product,Jarum / Needles,37700,0,123,TRUE,TRUE,23972880865,108947892826,OrangeDVx5
Jarum Jahit Orange DVx57 / DV x 57 - 14/14J,TKM-00561-03,2000000001441,Storable Product,Jarum / Needles,37700,0,33,TRUE,TRUE,23972880865,108947892822,OrangeDVx5
Jarum Jahit Orange DVx57 / DV x 57 - 16/16J,TKM-00561-04,2000000001442,Storable Product,Jarum / Needles,37700,0,22,TRUE,TRUE,23972880865,108947892823,OrangeDVx5
Jarum Jahit Orange DVx57 / DV x 57 - 18/18J,TKM-00561-05,2000000001443,Storable Product,Jarum / Needles,37700,0,52,TRUE,TRUE,23972880865,108947892824,OrangeDVx5
pf portable Sepatu Edge Joining Stitch Foot CY 9902 Mesin Jahit Portable,TKM-00562,2000000001444,Storable Product,Mesin Jahit / Sewing Machine,22500,0,196,TRUE,TRUE,23973039244,204414160450,pf.CY9902
Jarum Som Soom Groz Beckert Needles LWX2T / LWX6T / LW x 2T / LW X 6T gz - 11,TKM-00563-01,2000000001445,Storable Product,Jarum / Needles,111000,0,91,TRUE,TRUE,23973227773,235391464033,GzLWX2T/LWX6T
Jarum Som Soom Groz Beckert Needles LWX2T / LWX6T / LW x 2T / LW X 6T gz - 14,TKM-00563-02,2000000001446,Storable Product,Jarum / Needles,111000,0,9,TRUE,TRUE,23973227773,235391464034,GzLWX2T/LWX6T
Jarum Som Soom Groz Beckert Needles LWX2T / LWX6T / LW x 2T / LW X 6T gz - 9,TKM-00563-03,2000000001447,Storable Product,Jarum / Needles,111000,0,26,TRUE,TRUE,23973227773,235391464032,GzLWX2T/LWX6T
SIRUBA L918-BM1 Mesin Jahit Industri Jarum 1 High Speed L918 BM1,TKM-00564,2000000001448,Storable Product,Mesin Jahit / Sewing Machine,8519000,0,5,TRUE,TRUE,23973230668,221785962169,
Simaru Sm 820 Mesin Jahit Posbed 2 Jarum High Speed,TKM-00565,2000000001449,Storable Product,Mesin Jahit / Sewing Machine,6620000,0,49,TRUE,TRUE,23979287752,235598579089,MJ.PostbedSM-820jrm2
KT52B Original Seal Oil Bak Mesin Obras Industri ORIGINAL,TKM-00566,2000000001450,Storable Product,Mesin Obras / Overlock,20999,0,94,TRUE,TRUE,24440596836,148984779363,KT52B karet bak minyak obras
KQ40 Differential Connecting Rod Mesin Obras Industri ORIGINAL,TKM-00567,2000000001451,Storable Product,Mesin Obras / Overlock,124000,0,100,TRUE,TRUE,24740293022,247432717491,KQ40
ORIGINAL Spray 450 ml Pembersih Noda Minyak Sprayvan 830 Spot lifter Dry Solvee,TKM-00568,2000000001452,Storable Product,Jarum / Needles,90000,0,5122,TRUE,TRUE,24740835891,176941914962,SPRAYVAN-830-SPOT-LIFTER
KG42 jalur benang pleatuk Mesin obras benang 5 757 ORIGINAL,TKM-00569,2000000001453,Storable Product,Mesin Obras / Overlock,9900,0,999,TRUE,TRUE,25290344580,247442931964,KG42 Obras
KJ30 bos looper bar upper mesin jahit obras industri elnoss siruba ORIGINAL,TKM-00570,2000000001454,Storable Product,Mesin Jahit / Sewing Machine,25000,0,1000,TRUE,TRUE,25440339135,247442444450,KJ30 Obras
ORIGINAL Jarum Organ DC X 1 KN DCX1KN - Jarum Organ Mesin Obras Knitting Rajut - 9,TKM-00571,2000000001455,Storable Product,Mesin Obras / Overlock,35000,0,50,TRUE,TRUE,25440956335,147666411718,OrganDCx1KN
Mesin Jahit TYPICAL Second industri siap pakai - (DF)PAKTTANPA DINAMU,TKM-00572-01,2000000001456,Storable Product,Mesin Jahit / Sewing Machine,1789999,0,6,TRUE,TRUE,26072860327,109370040901,MJ.TYPICAL SECOND
Mesin Jahit TYPICAL Second industri siap pakai - (D) PAKET LENGKP IMF,TKM-00572-02,2000000001457,Storable Product,Mesin Jahit / Sewing Machine,2632999,0,89,TRUE,TRUE,26072860327,109370040894,MJ.TYPICAL SECOND
Mesin Jahit TYPICAL Second industri siap pakai - (B) PKT DYNAMU BIASA,TKM-00572-03,2000000001458,Storable Product,Mesin Jahit / Sewing Machine,2639999,0,157,TRUE,TRUE,26072860327,109370040895,MJ.TYPICAL SECOND
Mesin Jahit TYPICAL Second industri siap pakai - (C) PAKET LENGKP SRV,TKM-00572-04,2000000001459,Storable Product,Mesin Jahit / Sewing Machine,2399999,0,126,TRUE,TRUE,26072860327,109370040896,MJ.TYPICAL SECOND
Mesin Jahit TYPICAL Second industri siap pakai - (A) PAKET KEPALANYA,TKM-00572-05,2000000001460,Storable Product,Mesin Jahit / Sewing Machine,1299999,0,362,TRUE,TRUE,26072860327,109370040897,MJ.TYPICAL SECOND
Mesin Jahit TYPICAL Second industri siap pakai - (E)PKT SECON+D BIASA,TKM-00572-06,2000000001461,Storable Product,Mesin Jahit / Sewing Machine,2079999,0,1,TRUE,TRUE,26072860327,109370040898,MJ.TYPICAL SECOND
Mesin Jahit TYPICAL Second industri siap pakai - (F) PAKET GRESS/BARU,TKM-00572-07,2000000001462,Storable Product,Mesin Jahit / Sewing Machine,3599999,0,15,TRUE,TRUE,26072860327,109370040899,MJ.TYPICAL SECOND
Mesin Jahit TYPICAL Second industri siap pakai - (G)PKT LENKP DYRECT,TKM-00572-08,2000000001463,Storable Product,Mesin Jahit / Sewing Machine,4199999,0,17,TRUE,TRUE,26072860327,109370040900,MJ.TYPICAL SECOND
KN38 KN40 SIRUBA Tension Set Rante Rantai Mesin Jahit Obras Industri ORIGINAL,TKM-00573,2000000001464,Storable Product,Mesin Jahit / Sewing Machine,12400,0,14,TRUE,TRUE,26173835587,158984172720,KN40 Obras
Mesin Jahit RANTE merk MH SECOND MS-0058-1A-3 - TYPE JARUM 3,TKM-00574-01,2000000001465,Storable Product,Mesin Jahit / Sewing Machine,3779000,0,19,TRUE,TRUE,26222735974,242412644222,MJ.RANTE MH SECOND
Mesin Jahit RANTE merk MH SECOND MS-0058-1A-3 - TYPE JARUM 2,TKM-00574-02,2000000001466,Storable Product,Mesin Jahit / Sewing Machine,3719000,0,20,TRUE,TRUE,26222735974,242412644223,MJ.RANTE MH SECOND
Mesin Jahit RANTE merk MH SECOND MS-0058-1A-3 - kepala+ bak only,TKM-00574-03,2000000001467,Storable Product,Mesin Jahit / Sewing Machine,2569000,0,27,TRUE,TRUE,26222735974,242412644224,MJ.RANTE MH SECOND
Mesin Jahit RANTE merk MH SECOND MS-0058-1A-3 - PAKET TANPA DNMU,TKM-00574-04,2000000001468,Storable Product,Mesin Jahit / Sewing Machine,3269000,0,2,TRUE,TRUE,26222735974,242412644225,MJ.RANTE MH SECOND
KQ34 KL Bushing Mesin Obras Industri,TKM-00575,2000000001469,Storable Product,Mesin Obras / Overlock,29000,0,9,TRUE,TRUE,26273030605,176910076662,KQ34 KL Obras
ORIGINAL Steam Trap merk Mini Drainer 1/4 untuk Setrika Uap Boiler/Steam Laundry - Hijau,TKM-00576-01,2000000001470,Storable Product,Jarum / Needles,64000,0,98,TRUE,TRUE,26324543997,233752710472,Steam Trap Mini Drainer 1/4
ORIGINAL Steam Trap merk Mini Drainer 1/4 untuk Setrika Uap Boiler/Steam Laundry - Biru,TKM-00576-02,2000000001471,Storable Product,Jarum / Needles,45000,0,9987,TRUE,TRUE,26324543997,233752710470,Steam Trap Mini Drainer 1/4
ORIGINAL Steam Trap merk Mini Drainer 1/4 untuk Setrika Uap Boiler/Steam Laundry - Merah,TKM-00576-03,2000000001472,Storable Product,Jarum / Needles,79000,0,83,TRUE,TRUE,26324543997,233752710471,Steam Trap Mini Drainer 1/4
Spull Spool Bobbin Mesin Jahit Industri Jarum 1,TKM-00577,2000000001473,Storable Product,Mesin Jahit / Sewing Machine,1000,0,992440,TRUE,TRUE,26352562571,187576842398,Sp.Industrijrm1
KU15 PENDINGIN JARUM MESIN OBRAS BENANG EMPAT 747 ORIGINAL,TKM-00578,2000000001474,Storable Product,Mesin Obras / Overlock,19000,0,99996,TRUE,TRUE,26423013552,198133259735,KU15 Obras
KS26-2D Tahanan Tangkai Sepatu Mesin Obras F700,TKM-00579,2000000001475,Storable Product,Mesin Obras / Overlock,19999,0,4,TRUE,TRUE,26423019275,215708547558,sparepart f700 ks26-2d
Mesin Obras Butterfly GN 1 Semi Industri,TKM-00580,2000000001476,Storable Product,Mesin Obras / Overlock,1189000,0,88,TRUE,TRUE,26522761288,223676932126,Mesin Obras Butterfly GN 1
ORIGINAL Dinamo New Long NP-7A NL Merk General Motors (GM) -Dinamo Mesin Jahit Karung,TKM-00581,2000000001477,Storable Product,Mesin Jahit / Sewing Machine,299000,0,998,TRUE,TRUE,26675057992,257576261446,Dinamo NewLongNP7A
Lampu Mesin Jahit LED High Quality 20 Titik,TKM-00582,2000000001478,Storable Product,Mesin Jahit / Sewing Machine,40000,0,97865,TRUE,TRUE,26752559954,89583550742,Lampu
ORIGINAL MB14 SIRUBA C007 F007 Karet Tutup Lubang Minyak Mesin Jahit Overdeck ORIGINAL,TKM-00583,2000000001479,Storable Product,Mesin Jahit / Sewing Machine,5200,0,14,TRUE,TRUE,26873531966,233707407892,MB14 Karet tutup W500
ORIGINAL KG142 Needle Clamp / Kepala Jarum Mesin Obras Industri,TKM-00584,2000000001480,Storable Product,Mesin Obras / Overlock,22999,0,61,TRUE,TRUE,26874306451,185745181414,KG142 kepala jarum 747
ORIGINAL Jarum ORGAN DAx1 DA x 1 -Jarum Mesin Jahit Tradisional Klasik Industri - 13,TKM-00585-01,2000000001481,Storable Product,Mesin Jahit / Sewing Machine,25000,0,44,TRUE,TRUE,26874858781,188185717652,OrganDAx1
ORIGINAL Jarum ORGAN DAx1 DA x 1 -Jarum Mesin Jahit Tradisional Klasik Industri - 9,TKM-00585-02,2000000001482,Storable Product,Mesin Jahit / Sewing Machine,25000,0,140,TRUE,TRUE,26874858781,39866311726,OrganDAx1
ORIGINAL Jarum ORGAN DAx1 DA x 1 -Jarum Mesin Jahit Tradisional Klasik Industri - 11,TKM-00585-03,2000000001483,Storable Product,Mesin Jahit / Sewing Machine,25000,0,52,TRUE,TRUE,26874858781,49516350207,OrganDAx1
ORIGINAL Rotary Hook 7.94B merk SEWBELLE (mesin jahit jarum 1 industrial B-Tipis ),TKM-00586,2000000001484,Storable Product,Mesin Jahit / Sewing Machine,99999,0,23,TRUE,TRUE,26875036458,166948905321,Rotary hook Jarum 1 Sewbelle
ORIGINAL Minyak Pelumas / Oli Mesin Jahit Merek NEW HOME (1 Liter) ORIGINAL,TKM-00587,2000000001485,Storable Product,Mesin Jahit / Sewing Machine,50999,0,87,TRUE,TRUE,26924850578,215759148446,Minyak NewHome 1 L
KT39-1 KT39-2 Pipa Oli Aluminium Mesin Obras Industri ORIGINAL - KT39E-1 (Atas),TKM-00588-01,2000000001486,Storable Product,Mesin Obras / Overlock,13000,0,93,TRUE,TRUE,27073863252,166926329394,KT39 selang besi oil lurus
KT39-1 KT39-2 Pipa Oli Aluminium Mesin Obras Industri ORIGINAL - KT39-2 (Bawah),TKM-00588-02,2000000001487,Storable Product,Mesin Obras / Overlock,13000,0,91,TRUE,TRUE,27073863252,166926329393,KT39 selang besi oil lurus
ORIGINAL Jarum Pentul HAKATORI 500gr - Stainless Warna Pastel Anti Karat 500 Gram,TKM-00589,2000000001488,Storable Product,Jarum / Needles,179000,0,401,TRUE,TRUE,27074763939,215757653062,JARUM-PENTUL-500-GR-HAKATORI
"ORIGINAL PAKET BTF 2 dop / knob roda, Ring, Baut pada mesin jahit hitam / klasik",TKM-00590,2000000001489,Storable Product,Mesin Jahit / Sewing Machine,18999,0,99845,TRUE,TRUE,27074789039,218184669098,Paket Knob Roda BTF
